ID,Prof,Rating_Weight_1,Rating_Weight_2,Rating_Weight_3,Rating_Weight_4,Rating_Weight_5,Rating_Weight_6,Rating_Weight_7,Rating_Weight_8,Rating_Weight_9,Rating_Weight_10,Rating_Weight_11,Ranking_Weight_1,Ranking_Weight_2,Ranking_Weight_3,Ranking_Weight_4,Ranking_Weight_5,Ranking_Weight_6,Ranking_Weight_7,Ranking_Weight_8,Ranking_Weight_9,Ranking_Weight_10,Ranking_Weight_11
R_RklGUBv097XkF5T,Somewhat experienced: architecture student,4,5,6,4,6,3,5,6,3,7,4,8,7,9,1,6,2,11,5,4,10,3
R_26b4TfS2tPjXT2e,Very Experienced: architecture professional,8,7,10,9,10,7,9,8,9,10,8,3,5,1,9,6,10,11,2,7,8,4
R_Ol0drfaRDj3X9K1,Very Experienced: architecture professional,5,6,8,4,4,8,5,6,8,6,6,8,1,6,11,7,2,4,10,3,5,9
R_2ZHsb6WeYlMuRRO,Very Experienced: architecture professional,3,4,6,6,5,6,4,7,4,7,4,7,1,8,10,4,11,9,2,5,3,6
R_STVdJfXjiXXeOo9,No experience: no architectural or construction training,6,3,6,4,6,6,5,6,4,6,7,9,5,2,8,1,4,10,11,6,7,3
R_3LbtnvaHxkJfmjS,Very Experienced: architecture professional,9,8,10,8,9,10,7,8,9,10,9,10,6,5,9,8,4,2,1,11,3,7
R_cGtlFmResYyKqg9,Somewhat experienced: architecture student,8,8,6,5,4,7,6,7,5,7,5,3,10,4,8,1,9,5,2,11,7,6
R_3339JAMARuEm8Pv,Very Experienced: architecture professional,4,4,4,6,7,6,4,3,6,8,6,7,8,1,3,4,6,5,9,11,2,10
R_2uORmIOJ9fE7OBs,Very Experienced: architecture professional,3,8,5,4,4,6,3,4,8,5,3,8,6,1,3,10,9,4,7,5,11,2
R_3n60rdGJ4LT70b4,Very Experienced: architecture professional,6,3,5,7,3,9,3,5,3,9,3,5,3,4,9,6,11,10,1,2,8,7
R_DjxtANif4WQRO3D,Very Experienced: architecture professional,5,5,8,4,6,8,5,7,3,6,6,10,8,6,5,9,11,2,7,3,1,4
R_yILN1FF2nNB1GAV,Very Experienced: architecture professional,6,6,7,4,7,6,5,6,7,5,8,7,9,6,5,4,8,3,1,10,11,2
R_2rvFVXB4CwPl85U,Very Experienced: architecture professional,7,3,9,4,7,4,2,7,8,7,5,11,10,7,3,6,8,1,9,4,2,5
R_3hhXkhbpxmjeY2M,No experience: no architectural or construction training,5,7,3,6,4,6,2,6,5,7,4,7,2,6,8,4,1,10,5,9,3,11
R_22RHz8jW8ARM250,Very Experienced: architecture professional,7,8,9,7,9,9,8,7,9,8,8,5,8,10,7,4,1,11,3,9,6,2
R_7WBoY2n2cOxinbX,Somewhat experienced: architecture student,7,6,6,7,5,6,6,5,6,5,5,7,8,2,3,6,1,10,4,9,5,11
R_3rG4RsbOdTfMg3U,Somewhat experienced: architecture student,7,6,9,8,8,7,6,7,10,9,8,4,3,2,5,10,9,7,11,1,6,8
R_eVFyR3hfohqlxf3,Somewhat experienced: architecture student,5,6,4,8,3,6,6,4,7,4,6,9,3,10,5,8,1,4,7,11,2,6
R_1NeLQxIa2oQNQmW,Very Experienced: architecture professional,8,9,8,3,7,4,3,8,4,3,8,7,3,4,9,11,5,1,2,8,10,6
R_29cBatjTQ7gDnMy,Somewhat experienced: architecture student,8,7,6,7,7,6,7,7,8,8,9,10,5,3,7,2,8,6,9,4,11,1
R_2R8vgt7skVxkzRu,Very Experienced: architecture professional,8,9,10,7,9,6,5,8,10,9,6,3,4,2,9,5,10,6,7,8,11,1
R_xmA8OECsP8Pwbux,Somewhat experienced: architecture student,1,8,6,4,8,4,6,4,4,7,5,11,3,5,1,2,9,8,7,4,10,6
R_1NFkte3AcoAZqZN,Somewhat experienced: architecture student,7,8,6,7,6,7,7,7,6,6,6,10,1,4,5,2,8,11,3,7,9,6
R_zexKe8rhb6qnMul,No experience: no architectural or construction training,6,7,6,6,7,6,7,7,7,7,6,7,4,11,9,3,2,6,1,8,10,5
R_2Vrppginz9Qakh8,No experience: no architectural or construction training,7,6,7,6,6,7,5,7,8,7,7,2,5,1,7,4,10,9,6,3,11,8
R_1DpMROF02CrXGNK,Somewhat experienced: architecture student,7,7,6,7,7,8,8,7,6,7,7,8,10,9,5,6,4,2,1,3,11,7
R_3fj948dSQ0d3V42,No experience: no architectural or construction training,8,6,8,8,7,7,6,6,7,7,7,4,2,5,1,6,10,11,8,9,7,3
R_2RWxJIFfEWhw9VP,No experience: no architectural or construction training,7,7,7,6,7,8,7,7,6,7,7,7,11,6,9,3,8,4,10,1,5,2
R_eqyAhStgS8QGhEt,Somewhat experienced: architecture student,8,6,6,7,9,8,6,3,6,7,5,5,4,7,10,8,11,6,9,2,3,1
R_2OPV7GGnKlKJiKN,Somewhat experienced: architecture student,5,4,6,4,6,3,7,8,4,6,4,9,8,11,7,3,1,2,10,6,4,5
R_20Z4TjDWYzMMKED,No experience: no architectural or construction training,6,6,8,7,6,7,7,6,7,7,7,8,3,7,4,2,9,10,6,1,11,5
R_262t5nZukHcRv0g,No experience: no architectural or construction training,7,9,8,4,5,3,9,7,5,10,9,9,11,10,4,7,3,6,8,1,2,5
R_3fZ7m6TvcctE4wS,Somewhat experienced: architecture student,8,10,7,6,3,4,3,4,3,4,4,9,8,7,3,5,2,6,1,10,4,11
R_D5Bt7cn1ZAeTDuV,No experience: no architectural or construction training,7,6,8,6,7,7,6,6,7,7,6,5,11,1,2,3,9,7,10,6,4,8
R_30jDmwRSAGMlJff,Very Experienced: architecture professional,7,9,10,7,9,8,9,6,8,10,7,3,4,6,7,9,8,11,5,1,2,10
R_1d5GGbdAUnaFvs4,Somewhat experienced: architecture student,8,7,5,8,4,3,4,10,4,4,3,4,3,1,10,5,11,8,6,9,7,2
R_0c8m0ldhrmTh48p,Somewhat experienced: architecture student,5,8,5,5,6,4,7,5,6,5,6,6,2,8,4,3,5,11,10,7,9,1
R_YPJJisQV1Hq5txT,Somewhat experienced: architecture student,5,6,4,6,5,7,3,5,7,5,3,8,9,4,3,2,1,11,10,5,7,6
R_31BGiS7oZReE9mg,Very Experienced: architecture professional,8,7,10,7,10,8,7,10,6,8,7,11,2,10,1,3,9,6,5,8,4,7
R_sB5SYJJTIPmiwcF,Somewhat experienced: architecture student,4,4,6,4,6,3,5,6,5,6,5,8,10,5,9,3,1,11,7,6,4,2
R_1DLMOx2o1q6TOLM,No experience: no architectural or construction training,8,7,8,6,8,6,8,7,8,7,6,8,4,6,5,1,10,11,2,7,3,9
R_2bWxa7B3UWUzfjV,Very Experienced: architecture professional,7,9,8,10,9,7,8,6,9,6,8,4,10,5,6,9,1,2,8,11,7,3
R_2sdb3fTyvTkBBhu,No experience: no architectural or construction training,7,7,7,6,7,7,7,7,6,5,7,11,4,9,5,1,3,8,6,2,10,7
R_26fHCqqxJ4I2CPE,Very Experienced: architecture professional,7,9,8,7,10,8,9,8,9,10,9,10,5,9,6,8,11,2,4,7,1,3
R_3IQurhUdUMhuRft,Somewhat experienced: architecture student,7,7,7,7,7,7,7,5,7,7,7,4,6,2,8,7,9,5,1,3,10,11
R_2Cv8bIXvt1nmJDo,Very Experienced: architecture professional,7,9,7,5,4,7,8,9,6,10,6,6,11,5,2,1,4,10,9,3,7,8
R_1Ebo9jvunitp3qO,No experience: no architectural or construction training,7,6,7,6,6,6,7,6,7,7,6,6,4,1,7,5,9,3,11,10,2,8
R_pzSOMhw9YmLPcWJ,Somewhat experienced: architecture student,8,5,9,4,9,7,8,8,7,4,5,10,11,5,8,2,6,7,1,4,3,9
R_DUcAFm76IyXRYEp,No experience: no architectural or construction training,7,6,9,7,6,7,9,4,7,6,6,8,11,1,5,2,7,10,4,9,3,6
R_1ePDolBFmfRX6T8,No experience: no architectural or construction training,8,8,7,6,6,6,7,6,7,5,7,10,3,9,8,5,11,7,2,6,1,4
R_ykGvGqTcf6DLoOd,Very Experienced: architecture professional,7,9,8,10,9,7,9,7,10,9,8,7,1,8,4,10,3,6,2,11,5,9
R_110y22DUftlFVIs,No experience: no architectural or construction training,7,6,7,6,8,7,6,6,6,7,6,1,2,3,8,11,10,6,4,5,9,7
R_2fJRFRzyxQHjZPK,No experience: no architectural or construction training,6,6,7,6,7,6,7,6,7,6,6,6,8,10,4,5,11,2,7,9,3,1
R_CZF36AufxrqIoqR,Somewhat experienced: architecture student,7,6,7,6,7,5,5,6,6,5,5,9,4,5,7,3,11,10,8,1,6,2
R_1JXuZKl6LG5RD8A,No experience: no architectural or construction training,7,6,8,6,5,6,7,6,5,7,5,7,1,2,3,10,6,4,5,8,9,11
R_3J4vQjgZ1u80DRg,Somewhat experienced: architecture student,7,8,8,5,7,4,6,5,6,5,7,3,4,9,2,5,1,7,8,11,6,10
R_3HM2r7nyb9xC1NA,Somewhat experienced: architecture student,7,6,7,2,7,7,6,5,10,4,7,10,6,7,1,3,9,11,8,2,4,5
R_QaFsBx6eoBfOy0V,Very Experienced: architecture professional,8,6,8,10,9,10,7,9,7,9,10,11,9,10,3,1,2,7,8,6,5,4
R_PA0fJ9HakKgZhol,Somewhat experienced: architecture student,2,4,9,7,8,3,4,8,4,4,8,9,7,2,11,1,5,8,10,3,6,4
R_3CHFd5LZLxt65UW,Somewhat experienced: architecture student,6,10,8,8,9,9,9,4,4,9,4,2,7,9,10,11,6,3,8,4,5,1
R_3sogfA06ogM5DVX,No experience: no architectural or construction training,7,3,3,1,5,7,2,7,3,7,6,2,1,10,9,4,8,11,6,7,3,5
R_3J44FTLNwgX1B2Z,Very Experienced: architecture professional,6,9,8,9,6,8,9,8,6,9,8,9,3,6,8,2,1,10,5,7,11,4
R_20YzozFxxEffc1y,Very Experienced: architecture professional,6,9,8,9,7,9,7,10,9,10,8,11,9,2,7,5,10,6,1,8,4,3
R_SJkcqT1eNQWn17z,Very Experienced: architecture professional,8,9,7,9,8,7,9,8,10,7,9,6,5,4,7,8,2,3,10,9,1,11
R_VRnyJDQSzcaZr4B,Very Experienced: architecture professional,8,9,8,7,10,7,9,7,9,7,9,6,9,5,8,11,4,7,1,3,10,2
R_qEgmOZjF6tzgE7v,Very Experienced: architecture professional,8,9,7,10,9,8,10,7,9,8,7,3,11,7,1,8,2,10,4,5,6,9
R_UGF8r73N4Ju9Ulj,Very Experienced: architecture professional,9,8,7,9,8,9,7,8,9,7,8,5,10,8,4,11,6,2,3,9,1,7
R_2yr57OmKYTA3HFn,Somewhat experienced: architecture student,8,5,6,5,5,6,5,6,6,5,6,5,2,10,4,7,9,8,3,11,1,6
R_28Ybc9o4UCgmCyt,No experience: no architectural or construction training,7,8,4,8,3,5,6,5,6,7,7,3,6,2,4,1,10,9,5,11,8,7
R_8IGP7F9J398FkfT,Very Experienced: architecture professional,8,9,9,8,9,9,10,9,8,10,9,1,7,2,6,11,8,5,3,4,9,10
R_uh1dKpC1O0yGaTT,Somewhat experienced: architecture student,8,6,7,9,7,8,6,5,6,8,5,1,11,8,9,2,3,4,10,7,6,5
R_2dXEZHkV90pqxj0,Somewhat experienced: architecture student,7,7,6,6,5,7,7,7,6,7,7,8,2,7,1,5,9,4,6,3,10,11
R_2dNi7IdQnThLzNE,No experience: no architectural or construction training,7,6,7,7,7,7,7,7,6,7,6,3,5,6,2,9,7,4,8,11,1,10
R_1hSz5FQRumNcVC2,Very Experienced: architecture professional,7,7,7,5,7,6,6,7,7,7,7,10,9,11,2,4,8,3,1,6,7,5
R_2rUwSmJMi2tp9tk,Somewhat experienced: architecture student,7,7,6,7,7,7,7,7,7,7,6,5,6,3,10,9,11,2,8,7,4,1
R_2SHo1J5xxgrUGlw,No experience: no architectural or construction training,5,5,6,6,5,5,5,5,7,6,6,5,8,7,11,4,10,6,3,9,2,1
R_BKbJUtWxApQeZ1v,Very Experienced: architecture professional,7,6,8,7,8,9,8,6,6,8,10,8,3,4,6,5,2,7,9,11,10,1
R_3q84ySN2HKGvYUQ,Somewhat experienced: architecture student,7,6,6,4,6,6,7,5,7,5,7,1,5,6,3,8,10,7,2,4,9,11
R_3htf01gs49zNXPa,Somewhat experienced: architecture student,7,8,7,8,7,8,8,7,6,8,9,5,7,10,9,3,6,2,8,11,4,1
R_1Nq9hVpHbdbD1a6,Somewhat experienced: architecture student,8,10,6,5,3,9,8,8,7,5,7,10,3,5,7,9,1,11,8,4,2,6
R_2Qn3UJpa8zQ9TLI,Very Experienced: architecture professional,7,8,7,7,8,7,6,6,6,7,9,2,3,4,5,6,7,8,9,10,11,1
R_3LjuPTfZQpS6pa5,Very Experienced: architecture professional,8,8,7,8,7,6,6,5,4,7,9,3,7,2,5,6,9,4,10,11,8,1
R_2OHLovj6IKjIu2T,Very Experienced: architecture professional,7,7,7,6,7,6,5,5,5,7,8,4,2,6,7,5,8,9,11,10,3,1
R_29cAgN17ihB3kS1,Somewhat experienced: architecture student,6,7,6,7,6,7,6,6,6,6,7,1,10,3,5,2,9,4,6,7,8,11
R_1H5e7hzTz2duTBe,No experience: no architectural or construction training,3,10,7,7,4,6,4,6,5,6,5,9,5,10,3,2,1,6,4,11,7,8
R_1ps8zEvfGEeGbwH,Somewhat experienced: architecture student,6,6,7,6,6,5,4,3,3,5,8,2,4,3,7,6,8,9,11,10,5,1
R_Qhc3BrgrF9EvEnD,Very Experienced: architecture professional,6,8,6,5,7,6,5,5,5,6,8,4,6,3,8,5,7,9,11,10,2,1
R_22Aj5iYxy43PPct,Very Experienced: architecture professional,6,7,6,6,7,6,5,4,4,6,8,4,2,3,8,6,7,11,10,9,5,1
R_1QGdsr0sRVsMH2D,Somewhat experienced: architecture student,7,8,6,7,5,8,6,7,5,8,5,9,6,8,1,3,11,5,4,7,10,2
R_O6XqTkMQo5ocWcN,Very Experienced: architecture professional,7,8,7,6,8,7,6,5,4,7,9,3,4,2,5,7,8,9,10,11,6,1
R_C7WkCTXKOPlPIRz,Somewhat experienced: architecture student,8,7,6,6,7,6,7,6,7,7,10,2,4,3,7,6,9,11,8,10,5,1
R_2BmT8CDKjA03Ruc,Somewhat experienced: architecture student,7,6,5,7,6,6,7,6,6,7,7,6,9,4,10,5,8,3,1,7,11,2
R_1AOnF9CfLa2gra9,Very Experienced: architecture professional,9,7,5,6,6,7,8,7,8,8,7,2,4,7,11,9,8,5,10,6,3,1
R_1nTIWoSVcHeJTxR,Somewhat experienced: architecture student,7,5,7,6,6,8,8,7,6,7,7,1,9,7,8,2,6,11,4,10,5,3
R_1cYeuj7D19KVOo4,Somewhat experienced: architecture student,7,5,6,5,6,6,6,5,6,6,5,1,2,6,3,11,7,4,8,5,10,9
R_3QXkUhMJ1Z2og0F,Somewhat experienced: architecture student,6,6,5,3,7,2,7,6,7,8,9,7,9,10,1,6,5,2,11,8,3,4
R_rr1F5oMO8woZm2l,Somewhat experienced: architecture student,6,5,8,7,7,8,7,6,6,7,8,11,7,3,4,5,2,9,6,10,8,1
R_3KYNf9AIGiph53S,Somewhat experienced: architecture student,6,4,5,7,5,3,4,7,6,4,7,11,6,8,4,5,2,7,9,10,3,1
R_1jU1NRAEbb53cKu,Somewhat experienced: architecture student,5,6,7,6,6,4,5,6,8,5,7,11,5,10,4,7,1,2,6,8,9,3
R_W1n21XqRzecRSRX,Somewhat experienced: architecture student,6,5,8,6,6,5,6,6,5,5,7,8,6,4,11,9,2,5,10,7,3,1
R_2PcEPzuxGNul9T0,Somewhat experienced: architecture student,6,5,6,6,7,7,7,6,7,7,6,3,7,10,11,1,9,8,5,4,6,2
R_3q9AdzwCzuUytuZ,No experience: no architectural or construction training,8,8,7,8,7,5,9,7,8,6,7,9,5,2,1,3,6,4,7,10,8,11
R_3lWZNlq3zxtxlLp,Somewhat experienced: architecture student,6,5,6,5,7,8,7,6,6,8,6,3,9,7,4,2,8,11,10,5,1,6
R_3NCZXa0Bgq2ysQl,Somewhat experienced: architecture student,7,7,6,6,7,7,7,7,7,6,7,10,7,3,4,2,9,6,8,5,11,1
R_3E9Ikvk7RDGf4w0,Very Experienced: architecture professional,6,5,5,7,7,6,6,7,5,6,5,9,6,7,3,10,1,8,2,5,11,4
R_sOrfBiWmPe49Xvr,Somewhat experienced: architecture student,5,5,4,6,7,7,6,5,3,4,5,6,2,10,5,11,3,4,9,8,7,1
R_2rjXVz8cdbKv3O9,Somewhat experienced: architecture student,7,4,6,5,5,5,5,7,5,4,4,8,2,3,10,5,11,4,6,9,7,1
R_QnsRydDzT2NkGid,Somewhat experienced: architecture student,7,6,5,6,7,5,4,5,6,5,5,5,1,7,8,6,2,11,10,9,4,3
R_1LpwmDXuWlYW1zD,Very Experienced: architecture professional,8,5,7,4,5,5,7,4,4,7,4,4,6,8,11,7,9,10,5,1,2,3
R_1pL0s8SE3Ykb0kq,Very Experienced: architecture professional,10,10,10,10,10,6,8,10,5,6,6,7,8,4,2,3,9,1,5,10,11,6
R_31meQtYhuVKp8TA,Very Experienced: architecture professional,10,5,7,10,10,5,10,10,3,5,10,1,8,3,2,6,10,4,11,7,9,5
R_cCHJOdrtvwPT9rr,Somewhat experienced: architecture student,10,10,10,10,10,8,8,10,9,9,9,1,2,3,4,5,6,7,8,9,10,11
R_9Ah4JVTGBGZ7Cud,Very Experienced: architecture professional,8,8,6,6,6,8,7,3,4,5,7,9,11,5,2,6,3,4,7,1,8,10
R_11jvFoNexpx6Gl2,Very Experienced: architecture professional,9,7,5,5,4,5,9,2,3,6,8,3,2,10,4,11,5,9,7,8,6,1
R_1DpPBYR9bcNhFgS,Very Experienced: architecture professional,10,10,8,9,9,8,10,10,8,7,8,1,2,7,3,5,6,4,9,11,10,8
R_BPU3vlvhJ1vTLgd,Very Experienced: architecture professional,9,7,8,8,6,7,6,9,4,4,4,1,3,2,7,9,8,5,4,6,11,10
R_3Dd43zFYCgQnJeA,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,5,11,8,10,4,6,3,1,9,2,7
R_a30ErifQyiIhpHX,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,2,11,3,9,6,7,1,5,4,10,8
R_25F3V0fs2WVi81G,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,9,3,4,7,6,10,11,5,8,2,1
R_2YY7qHm3ZStUweL,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,6,7,2,4,8,3,5,1,11,10,9
R_3gToXGGFoxcqN8v,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,3,4,10,1,11,6,8,9,2,5,7
R_1OVPChjJu0T8KzI,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,5,2,9,3,11,4,1,10,6,8,7
R_sXdjHd5t3afinbr,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,9,3,1,10,11,5,7,8,6,2,4
R_1JIM5c0uSNMMNB4,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,11,6,9,1,5,8,2,10,7,3,4
R_DOvUQin4P6nkkP7,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,1,5,8,10,9,11,2,7,4,3,6
R_1dgY4DNiUzCbwRc,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,3,9,5,2,7,4,10,11,1,6,8
R_22qYDVVP7D2himY,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,4,6,2,10,1,3,5,11,8,9,7
R_2YsH9M4LWQ2447q,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,5,6,7,8,9,3,11,1,10,4,2
R_1GUFXMqHGHfKPxE,Somewhat experienced: architecture student,3,4,3,3,3,3,5,5,4,5,4,3,7,11,8,2,4,6,10,9,1,5
R_3M0w9yqidDLhhFw,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,8,3,2,1,4,10,9,6,11,5,7
R_2tLy5SzGMCTGY0N,Somewhat experienced: architecture student,3,4,3,4,3,3,5,5,4,5,4,4,1,10,2,8,7,5,11,6,9,3
R_20SutZ6dXIwMiL7,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,8,11,6,7,3,4,5,2,10,9,1
R_33d2dcJkuAad26s,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,1,4,10,3,9,7,6,11,2,5,8
R_1CxuLIsnWDQOfY2,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,2,9,5,10,11,3,1,8,7,6,4
R_2yf7K1A1XCP6GNt,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,8,6,1,3,9,5,7,11,10,4,2
R_2SHr7kJ0A3e0gkf,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,7,1,2,6,5,3,10,8,11,9,4
R_2xYt4YygwEMUbCf,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,10,4,1,3,8,7,11,6,5,9,2
R_qUiiQwYCdn7T5q9,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,8,3,9,4,5,1,2,6,10,11,7
R_3s1FbAIVarBqIxj,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,1,8,2,11,10,7,9,4,6,5,3
R_2WHIKoaIJMMiplh,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,10,5,8,7,6,3,9,4,2,1,11
R_2dVVG91r5nKeLqS,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,7,6,11,9,2,4,3,1,5,8,10
R_1K9JMdTqMg29Xte,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,5,6,1,2,4,9,8,7,11,10,3
R_2asK1KmOBLHaZ1w,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,1,7,6,3,11,5,2,8,9,4,10
R_3CHpFld1Q96VpNH,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,2,9,1,8,7,3,11,4,5,6,10
R_3noSbQl84wmsvMb,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,4,7,10,11,3,8,2,9,6,1,5
R_sSem5oFtMgZ2QLf,No experience: no architectural or construction training,4,5,4,4,4,4,4,4,5,4,8,8,11,1,3,4,9,2,10,5,6,7
R_10uQaAgKAsrGUSd,Very Experienced: architecture professional,8,7,7,6,7,7,8,6,6,5,8,1,7,3,8,2,9,6,5,10,4,11
R_12F3IMNYr3aGvou,Very Experienced: architecture professional,8,6,6,7,7,6,8,7,7,8,8,3,4,8,11,5,1,2,10,9,6,7
R_2cuyDvlYEppbZtx,Very Experienced: architecture professional,8,6,7,7,8,7,7,7,7,7,8,11,5,4,8,7,9,1,10,6,2,3
R_2QPZOo42YFOloJp,Very Experienced: architecture professional,8,6,6,7,7,6,8,5,7,7,7,7,4,1,11,5,6,3,8,9,2,10
R_2dZqjKkSRpnHHkB,Very Experienced: architecture professional,8,6,6,7,6,6,7,7,7,8,9,8,7,2,10,6,9,4,11,1,5,3
R_smVJJGm73ry0pl7,Very Experienced: architecture professional,8,6,7,6,7,7,7,7,7,6,9,3,1,4,7,5,10,9,11,2,8,6
R_1Cpt2PGzEiit8XE,Very Experienced: architecture professional,7,6,7,6,6,7,7,7,7,7,8,6,8,3,9,7,10,2,1,5,11,4
R_2B2oKSMrvG1C8zA,Somewhat experienced: architecture student,8,6,7,6,7,8,6,6,8,7,9,8,7,6,11,1,4,2,10,5,9,3
R_3IWS3eQmoLtYi78,Very Experienced: architecture professional,9,6,6,7,7,7,6,7,8,9,8,4,6,2,8,11,1,3,9,5,7,10
R_2dJQHIMTdabaZAH,Very Experienced: architecture professional,7,6,7,7,6,6,6,6,7,8,7,3,4,11,10,6,9,7,8,1,5,2
R_1cRJvwT1wdZYdB8,Very Experienced: architecture professional,8,7,6,6,7,6,7,7,8,7,8,8,3,6,7,9,4,1,10,2,11,5
R_2bWvvEwqsRnmbyv,Very Experienced: architecture professional,8,7,7,7,7,7,7,7,8,7,8,5,1,10,4,2,6,3,7,9,11,8
R_295GdVTbmvlRc69,Very Experienced: architecture professional,8,7,8,7,8,7,6,7,8,7,8,1,10,4,8,5,7,6,2,9,3,11
R_4ILKKcxGORbW7Yt,Very Experienced: architecture professional,9,8,8,7,8,8,7,8,8,8,8,1,7,3,8,2,6,11,10,9,5,4
