ID,Prof,Rating_Weight_1,Rating_Weight_2,Rating_Weight_3,Rating_Weight_4,Rating_Weight_5,Rating_Weight_6,Rating_Weight_7,Rating_Weight_8,Rating_Weight_9,Rating_Weight_10,Rating_Weight_11,Ranking_Weight_1,Ranking_Weight_2,Ranking_Weight_3,Ranking_Weight_4,Ranking_Weight_5,Ranking_Weight_6,Ranking_Weight_7,Ranking_Weight_8,Ranking_Weight_9,Ranking_Weight_10,Ranking_Weight_11
R_3G2tTg5H7dJHuH8,Very Experienced: architecture professional,8,8,8,7,8,7,6,8,8,8,7,5,8,11,2,7,10,4,6,1,9,3
R_3k0n5IU8sAmS2Yg,Very Experienced: architecture professional,8,8,8,8,8,7,7,7,7,7,8,2,6,5,9,7,3,11,4,1,8,10
R_1dofm6rtCGzsXXT,Very Experienced: architecture professional,8,7,8,6,8,8,6,7,8,7,8,4,2,10,8,1,11,3,5,6,9,7
R_27E9SgemmJvmaKX,Very Experienced: architecture professional,7,7,8,8,7,7,7,8,7,7,7,9,2,4,8,6,10,11,7,5,1,3
R_2uDJCygpL8yIYBb,Very Experienced: architecture professional,7,7,7,8,8,8,7,8,6,8,7,6,9,10,5,11,3,2,8,4,1,7
R_27kj3yN0QQ5rXzv,Very Experienced: architecture professional,8,7,8,7,7,7,7,8,7,7,9,10,2,3,9,7,4,5,1,6,11,8
R_2Ys44GcJwPZKTlI,Very Experienced: architecture professional,8,7,7,7,8,7,7,8,8,8,7,7,9,11,2,8,4,5,3,6,10,1
R_12ojQCmt70Gwm7V,Very Experienced: architecture professional,8,7,8,8,8,8,7,7,7,8,8,4,9,3,6,5,7,2,11,8,1,10
R_28BXz5Qde1X5px6,Very Experienced: architecture professional,8,8,8,6,8,8,8,8,6,7,7,2,9,7,8,5,10,1,3,6,4,11
R_1JWQ7TIASzLqycg,Very Experienced: architecture professional,7,7,8,7,8,8,8,8,8,8,8,10,4,7,1,6,5,3,2,9,8,11
R_1q3WoLkobC33ySZ,Very Experienced: architecture professional,8,7,8,8,8,8,8,8,8,8,7,11,2,8,5,4,1,7,3,6,9,10
R_XNSTFriud32SsnL,Very Experienced: architecture professional,8,8,9,7,8,8,7,8,8,7,8,8,3,1,5,6,4,2,11,7,10,9
R_3jcJh1rKbCxEdUz,Very Experienced: architecture professional,8,8,8,8,7,8,7,7,8,8,7,7,11,4,8,10,2,3,6,5,1,9
R_1gOuqcvqtLr9s4A,Very Experienced: architecture professional,8,7,8,6,7,8,6,8,7,8,7,7,8,4,3,11,2,9,1,10,6,5
R_3lFxh2ZCuGeO0XM,Very Experienced: architecture professional,6,9,10,9,5,9,4,10,9,9,8,11,2,4,8,3,7,9,10,5,1,6
R_PHUCVum33gs9Zsd,Very Experienced: architecture professional,9,10,10,6,7,10,7,9,8,9,10,10,5,11,9,3,4,1,7,6,2,8
R_vpoIOmZYLUSG8HD,Very Experienced: architecture professional,7,9,10,8,6,10,9,9,10,8,8,9,5,2,4,1,7,6,8,11,10,3
R_2uwi5DbdLDHTnIG,Somewhat experienced: architecture student,10,10,10,10,10,10,10,10,10,10,10,2,9,11,5,4,7,1,10,6,8,3
R_2TBqVuyy0bMiiPe,Very Experienced: architecture professional,10,10,7,9,10,6,5,3,2,1,10,7,1,5,9,3,11,6,10,8,4,2
R_22nK9mNvkOiGQCn,Somewhat experienced: architecture student,10,10,10,10,10,10,10,10,10,10,10,9,5,2,11,8,7,1,3,4,10,6
R_1JVGcuPgzXpDSdi,No experience: no architectural or construction training,5,7,5,5,5,4,6,5,7,5,4,6,2,3,10,11,1,9,5,8,4,7
R_3fNS9Fg2pmTmJrF,Somewhat experienced: architecture student,4,8,5,4,4,6,5,5,5,5,7,10,4,6,9,3,7,11,1,8,5,2
R_QiYEtU9xOkDjQOZ,Somewhat experienced: architecture student,6,5,6,5,6,6,7,6,5,6,5,8,3,10,4,5,6,9,11,2,1,7
R_w1MvAz6lhnmlOBH,Very Experienced: architecture professional,7,4,4,5,4,5,6,5,5,5,5,2,10,8,9,3,11,1,6,7,5,4
R_11dr3p1SWbHC07H,Somewhat experienced: architecture student,4,6,5,4,7,6,6,6,5,7,5,9,1,11,6,3,8,5,7,2,4,10
R_1jOeZDLNhxzZPBm,No experience: no architectural or construction training,9,8,8,7,6,9,8,7,9,8,8,6,10,9,8,1,2,3,5,11,4,7
R_2fqgoO3JBFJoAM1,Somewhat experienced: architecture student,5,8,4,7,5,8,2,9,8,7,7,6,4,3,2,1,10,7,8,9,5,11
R_2e3j0yxLZ9TEwzn,Somewhat experienced: architecture student,8,5,1,5,8,4,7,6,6,6,4,1,6,9,11,4,10,5,8,3,7,2
R_2xyLN63UoAU9qzt,Very Experienced: architecture professional,9,7,5,3,6,6,10,4,3,8,7,1,3,6,5,8,4,2,11,10,9,7
R_3MJqoH9En5mx4LV,Very Experienced: architecture professional,6,7,6,7,7,5,6,8,6,6,7,10,8,4,6,3,1,9,5,11,7,2
R_3QKoeNCFc1C6hM1,Somewhat experienced: architecture student,6,7,6,6,6,4,8,6,6,6,6,7,3,1,2,11,10,5,8,9,4,6
R_3KJ8YYQrlsBcR9X,Very Experienced: architecture professional,8,9,7,8,6,6,9,8,5,9,8,1,3,4,7,8,9,2,11,10,5,6
R_TdWFMWP9CRQijcZ,Somewhat experienced: architecture student,5,7,6,6,6,7,6,7,6,7,6,10,7,4,8,11,3,6,2,5,9,1
R_3MEBPHUKJhrV23L,Very Experienced: architecture professional,7,8,8,9,9,7,9,7,8,9,9,6,9,8,7,4,10,1,2,11,5,3
R_2rwR2raHqOwGOVk,Very Experienced: architecture professional,7,6,8,6,7,8,7,7,7,8,8,7,10,6,5,4,11,9,1,3,2,8
R_3nrpXqdBRX5x0AC,Very Experienced: architecture professional,7,6,7,7,8,7,7,8,7,6,7,8,6,5,9,4,11,10,2,1,3,7
R_CjZ8KoTkZdByIwN,Very Experienced: architecture professional,7,7,6,6,7,7,7,6,7,7,7,1,3,7,8,11,10,2,6,4,5,9
R_1LOt5dUMhHtf96p,Very Experienced: architecture professional,7,6,7,6,7,6,7,8,6,7,6,7,8,2,1,9,10,3,5,4,6,11
R_6KnetmKnYqbwDcd,Very Experienced: architecture professional,8,7,8,7,7,8,7,8,7,8,8,8,9,2,1,10,7,5,4,3,6,11
R_4Z0IONFcDs3Bpo5,Very Experienced: architecture professional,7,7,8,7,8,8,7,7,7,8,7,6,11,2,1,4,8,3,10,7,5,9
R_p9ne69ZmJFHbBD3,Very Experienced: architecture professional,7,6,7,7,6,7,8,8,7,8,7,1,11,4,6,8,10,5,3,9,2,7
R_1kRZ18zK8NXhU6O,Very Experienced: architecture professional,8,7,7,6,7,8,7,6,7,8,7,3,7,4,6,11,8,2,5,1,9,10
R_3O2IVbFPwBrJnpl,Very Experienced: architecture professional,7,8,7,6,7,7,7,7,7,7,7,4,11,2,1,8,10,7,5,3,6,9
R_2U4KvODYx4yhAVi,No experience: no architectural or construction training,4,4,4,5,5,5,5,5,5,5,5,6,2,10,9,1,3,4,5,8,7,11
R_wXAjqeGZ8DbtFeh,Somewhat experienced: architecture student,6,5,7,6,5,5,5,6,5,5,5,1,3,2,5,10,6,8,7,11,4,9
R_yRf5yCOxRvPnV17,No experience: no architectural or construction training,6,5,6,5,6,5,5,5,5,5,5,7,4,2,9,11,1,3,8,5,10,6
R_2fBfGhfyPSSFMGm,Somewhat experienced: architecture student,5,5,6,4,5,4,6,5,6,4,6,9,8,7,3,11,5,1,4,6,2,10
R_1pybAOJ71XhBXOl,Somewhat experienced: architecture student,5,4,5,5,5,5,5,5,6,5,5,2,8,11,9,4,5,10,7,3,6,1
R_pRhvSckJCvUnykV,Somewhat experienced: architecture student,5,5,6,5,6,5,5,6,6,6,6,9,2,6,1,3,8,10,11,7,5,4
R_1qW0ifW2U9GjIyl,Somewhat experienced: architecture student,5,5,5,5,5,5,5,5,5,6,5,11,6,10,3,7,9,2,4,1,5,8
R_1k0J2zJ3w9pnkOs,Somewhat experienced: architecture student,6,4,7,5,6,4,5,5,6,5,6,10,2,7,6,11,5,3,4,8,1,9
R_1ooT8InR5lV8Bj0,Somewhat experienced: architecture student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1BbehyU9qc9RNhT,Somewhat experienced: architecture student,6,5,6,6,7,5,6,5,6,6,7,2,7,5,10,3,6,8,4,9,1,11
R_1HoPR2EzIamNRzw,Somewhat experienced: architecture student,4,6,5,7,5,7,5,5,NA,6,6,6,10,9,7,1,8,5,4,3,2,11
R_274e3ENnduAYKHs,Somewhat experienced: architecture student,5,6,6,6,7,6,6,6,5,6,6,1,3,2,8,7,6,10,4,5,9,11
R_1hYBsUreqDMlam9,Very Experienced: architecture professional,6,5,5,6,6,7,5,6,6,6,7,3,5,2,10,11,7,8,4,1,9,6
R_xF1pzRrNfxNw1Cp,Somewhat experienced: architecture student,6,5,6,6,5,7,6,6,7,5,7,5,8,1,6,3,4,7,9,2,10,11
R_2Xj6c4SCkztQ9C3,Very Experienced: architecture professional,4,4,7,7,6,8,6,6,5,5,7,7,9,2,4,1,3,8,5,10,6,11
R_2ysijaPZo1bXHPe,Very Experienced: architecture professional,4,6,6,7,7,5,6,5,6,5,5,3,7,1,10,8,2,5,4,9,6,11
R_28B7ZwokNXcHzos,Very Experienced: architecture professional,3,6,6,7,7,7,7,6,7,6,7,7,10,3,6,1,8,4,2,5,9,11
R_3MmS0fT6N61AVlI,Somewhat experienced: architecture student,5,6,6,6,6,7,6,6,6,5,6,9,3,10,5,1,4,7,8,2,6,11
R_1erR753duMUP8nS,Somewhat experienced: architecture student,6,5,6,5,6,6,7,6,6,5,6,2,3,6,9,1,7,10,4,5,8,11
R_Z3T0L14Xa4HYIXT,Very Experienced: architecture professional,10,7,8,7,8,8,9,9,7,9,9,1,11,7,5,8,10,3,2,4,9,6
R_3EhzmYnMQ9Q7cga,Very Experienced: architecture professional,7,5,10,9,8,8,8,8,9,7,8,5,6,1,3,7,4,2,11,10,9,8
R_2BfKuAbrY9GYZOZ,Very Experienced: architecture professional,8,8,7,8,7,6,10,8,4,8,8,3,8,4,5,2,9,1,10,11,6,7
R_1NDOXNskl0UnGta,Very Experienced: architecture professional,10,4,3,1,2,1,10,7,5,6,10,3,8,11,7,6,9,2,4,5,10,1
R_2ast5pSlY3Ya0Ss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2UVHXxmBq5halMv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3fDe6YNNG7dHc7R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_SMKgPLaAmtgHpYd,Very Experienced: architecture professional,10,9,8,9,7,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1LnubPjLKgU4xYy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_PYuIw4FzkAH86oF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_27HWzBy3y5QTiar,Very Experienced: architecture professional,9,9,8,8,10,8,9,9,9,9,9,1,2,3,4,6,10,5,9,11,7,8
R_2q1QZAPczXMSvZE,Somewhat experienced: architecture student,5,5,1,10,10,10,10,10,7,10,7,5,11,7,2,3,1,10,6,8,9,4
R_YbrpHelbXCFrpst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_8v7s8a1V18nEHRf,Somewhat experienced: architecture student,8,1,8,10,9,10,10,1,1,10,10,,,,,,,,,,,
R_2D83G39KTXkf7Da,Somewhat experienced: architecture student,8,1,8,10,9,10,10,1,1,10,10,,,,,,,,,,,
R_2ROHSAUpdEpzx97,Very Experienced: architecture professional,8,1,8,10,9,10,10,1,1,10,10,,,,,,,,,,,
R_2PBwwLudw2Lzz42,Somewhat experienced: architecture student,4,4,5,2,4,4,3,3,2,4,7,11,2,3,6,4,8,1,10,7,9,5
R_2X5t55BF9kVbRva,Somewhat experienced: architecture student,5,5,7,3,2,2,1,4,4,5,5,8,6,5,1,4,11,10,3,7,2,9
R_1P5Esoop090G4SV,Very Experienced: architecture professional,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3IQzoX7OcfLmyPH,Somewhat experienced: architecture student,7,8,5,6,5,3,5,2,3,2,6,3,5,7,9,6,11,2,8,4,1,10
R_2dMTllOr10CWRWk,Somewhat experienced: architecture student,6,8,6,5,5,3,5,2,4,2,4,5,2,9,10,7,1,3,8,11,4,6
R_8qvon1FhyEBPaQ9,Very Experienced: architecture professional,7,7,5,6,4,4,5,3,3,3,6,5,6,9,4,10,3,2,11,7,1,8
R_cFNiFUca8uDPtNn,Somewhat experienced: architecture student,7,7,6,6,5,4,5,3,3,3,4,8,6,9,3,5,2,4,7,11,10,1
R_2rwsaUr15oInl7z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_6WmIUmQctR1tuKt,Very Experienced: architecture professional,7,6,7,7,8,8,7,8,8,7,7,6,11,9,8,7,3,10,1,5,2,4
R_1rGKdBMgjSRLftG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2BktbFqoWoYpc5A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_31m7wmej3F95OIq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2wbmMq0Ly7aOvLc,Somewhat experienced: architecture student,10,10,10,10,10,10,10,10,10,10,10,3,11,8,7,4,1,6,10,9,2,5
R_1U4uKKby9BSDd29,Very Experienced: architecture professional,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1DOsoBtORys11JS,Somewhat experienced: architecture student,8,6,4,5,9,7,9,10,7,8,7,5,11,9,10,7,8,1,4,2,3,6
R_3eqOwVvR4qv6fCd,Somewhat experienced: architecture student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1gT305iks1nKd72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_UiMgdGrGHkXfIul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_111TIUKCzmGGqf2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3FRSBC0nygNG9mc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3kGrgVG46RM2rU4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3DdWKXuMdXylfpC,Very Experienced: architecture professional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3QSQl3dRTTAZsb6,No experience: no architectural or construction training,4,5,4,5,6,4,4,5,4,4,4,8,5,10,4,3,9,11,7,6,1,2
R_C4CkUsW4msYuK41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_234sg0kC4lmhgSz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_qDsAQDNgkuOAeVX,Somewhat experienced: architecture student,8,8,10,10,10,10,9,10,10,10,10,9,11,1,10,3,8,2,7,5,4,6
R_VPBGaixSRFiJgml,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2rv9ewgTgcUfxsx,Somewhat experienced: architecture student,7,7,7,8,7,8,8,8,7,6,5,4,8,5,6,7,1,3,11,10,2,9
R_3jYTeOyMbCWduyC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2EmlkPAjiHLRKli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_22suLFR1TUXhVAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1jdJH5yIBRDwIYc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1kG4mlL4yRsGco4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2v2sjf6Ig3VpxUi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_27wjJ4XVCJ0Tfdg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_yQJjUmfAagoGezv,No experience: no architectural or construction training,4,6,3,3,3,4,9,9,5,6,8,1,5,7,10,3,11,9,8,6,2,4
R_2qaVeervgas3Nlm,Somewhat experienced: architecture student,7,6,6,6,7,8,8,8,8,9,8,5,11,1,7,10,3,4,2,9,8,6
R_3dXj9iPtWZ45NrH,Very Experienced: architecture professional,8,4,8,8,10,8,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3GqrblThbvNqoD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1DFIW0WxRWzGT7I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3GB0Tj9B8esJA0E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_RW9b2ixaMbQXoBz,Very Experienced: architecture professional,10,7,10,9,8,9,9,10,8,9,9,1,8,2,5,11,9,6,4,3,10,7
R_d3Yfh8tZBxx4siB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_zSAlDnjJNKE9ynL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3Rjzm2PNpA83S65,Very Experienced: architecture professional,6,8,3,9,7,3,9,8,5,5,8,2,7,6,3,5,11,1,4,10,8,9
R_3MM8aVRff2UDWia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_11anezWa6XoW7Qa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1gBALuUgT9DpFXL,Very Experienced: architecture professional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1Nt8ZB3Ms4191Ly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3sAqaMhvUH3pJ1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_V3EZR21vISmKpLb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_ZqtcojkFdwnGFNv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1i57ymWgpWJg3DH,Very Experienced: architecture professional,10,10,10,10,10,10,10,10,6,10,10,1,6,3,4,9,10,2,5,11,7,8
R_1Clj1DdqZIFkiap,Somewhat experienced: architecture student,8,10,7,10,5,10,8,3,10,10,5,3,1,10,6,7,5,4,9,11,2,8
R_Og6TU2C6T3OLd17,Somewhat experienced: architecture student,7,8,7,5,10,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2SCu26NI2nMTjGt,Very Experienced: architecture professional,8,9,5,4,6,8,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3Di4nLFHqVCZFbq,Somewhat experienced: architecture student,8,7,8,8,6,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2SwOocplZPD3il4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1jUEtqHIH6Lq4qq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_21aX13DLwWCsKKY,Very Experienced: architecture professional,6,7,9,10,8,8,9,6,6,8,6,2,4,1,3,7,11,5,9,10,8,6
R_2TAHrMwi7MgAfhg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1mIyLESLp0jbxvW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_11cnlW3qgcDxm7w,Somewhat experienced: architecture student,10,4,4,9,8,8,9,9,6,NA,NA,,,,,,,,,,,
R_3nvfkdjRig2rQ2I,Somewhat experienced: architecture student,5,8,10,3,6,2,10,10,4,8,5,1,5,9,8,11,2,6,7,3,10,4
R_25EIl7Z5Xny9jyx,Somewhat experienced: architecture student,9,7,5,8,8,10,6,6,10,9,10,5,9,11,6,4,2,10,1,3,8,7
R_3HTF99tO2JyO6hO,Very Experienced: architecture professional,9,8,10,7,7,10,10,10,7,10,10,1,4,3,5,8,6,2,7,11,10,9
R_31iryTE1MOeiPnA,Somewhat experienced: architecture student,6,7,7,7,7,8,4,7,5,7,7,4,8,7,10,9,6,5,1,2,3,11
R_6Mw8LU0Xeq5sLYd,Very Experienced: architecture professional,10,6,10,5,9,9,10,10,7,10,10,1,11,3,10,6,7,2,4,9,5,8
R_1OSO46nvtqQUIGK,Somewhat experienced: architecture student,10,10,10,7,9,8,10,10,7,8,10,2,3,4,8,6,9,1,5,10,11,7
R_2ureONqMkWjIYcK,Very Experienced: architecture professional,7,9,5,8,4,9,8,10,10,6,6,7,3,6,4,10,5,8,2,1,11,9
R_20TXXVexROSkh1L,Somewhat experienced: architecture student,8,6,9,5,10,7,3,6,4,8,8,5,7,2,8,1,6,11,9,10,4,3
R_1LzFYp3ecSM2eS1,Somewhat experienced: architecture student,4,9,10,7,8,8,10,9,8,7,10,4,8,2,7,10,6,1,3,5,11,9
R_2z7NqWbTH31npLk,Somewhat experienced: architecture student,5,3,6,7,6,2,4,8,9,8,6,8,9,10,5,7,11,1,3,2,4,6
R_3nxsKBtibVW3b7J,No experience: no architectural or construction training,7,5,8,8,4,6,9,7,5,3,3,1,5,2,3,7,6,4,9,8,10,11
R_3M0atzlFdXFhrXC,Very Experienced: architecture professional,7,4,7,7,7,3,8,9,7,NA,NA,,,,,,,,,,,
R_3lrVbTqXGUPnmNX,Very Experienced: architecture professional,8,10,8,8,5,6,10,9,5,7,7,1,2,4,3,10,7,6,5,8,9,11
R_2VraWheMGBIDEo9,Very Experienced: architecture professional,7,8,7,5,5,6,8,7,6,6,8,2,6,9,7,4,10,1,8,11,5,3
R_1eQ7LqfMrTRgVq9,Somewhat experienced: architecture student,5,7,4,8,8,5,8,5,7,2,8,8,7,5,9,10,1,11,3,4,6,2
R_2DS2Wvvzzf1iAUq,Somewhat experienced: architecture student,9,8,8,8,9,7,10,8,9,8,8,6,11,4,2,9,10,1,3,5,8,7
R_2w1szGeoB482LgS,Very Experienced: architecture professional,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_27KjTCmL8XDo4KT,No experience: no architectural or construction training,8,6,5,7,6,8,7,8,7,5,6,1,9,8,4,7,3,6,2,5,11,10
R_272qZwPo0DXVag2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2aX3wVztFgnjxAt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1Ff8NHnFejCI5Pc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_OBc4Ax0CaN9e0kF,Very Experienced: architecture professional,8,7,9,7,6,9,10,6,7,8,6,2,9,4,5,10,3,6,1,7,8,11
R_1OlDT7ZHyXNWxZy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3D0EzAPidlFvdSm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_bIRCtCuclQ13cYh,Somewhat experienced: architecture student,10,10,10,10,10,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1PS3bAxk2Txtpxy,Somewhat experienced: architecture student,10,4,9,8,9,10,10,10,10,7,10,1,11,5,10,7,8,2,3,4,9,6
R_CgBHvyXT70iHcOJ,Somewhat experienced: architecture student,6,9,7,7,8,7,9,10,9,5,8,10,1,9,8,7,4,5,2,3,11,6
R_28SCBg7Oj0AOOsz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3GqvtWRy51EncoO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2Yi88nkvcKkeIYg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2qFeslBfj1n0Bpi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2OHERoawAy2JEsG,Very Experienced: architecture professional,10,8,5,7,8,7,8,7,3,7,7,,,,,,,,,,,
R_bNSjgTL0mquWHLz,Somewhat experienced: architecture student,8,6,5,9,7,4,8,5,6,7,7,,,,,,,,,,,
R_3isO9f9Eq0rxE68,Somewhat experienced: architecture student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1OGJPMLzzEK10qO,Somewhat experienced: architecture student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_2wFZtXA8haurLtv,No experience: no architectural or construction training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_scnHYwvdTEwWdwt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_1f8gf7vwhAsrf1G,No experience: no architectural or construction training,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_9SsaVKusNBDeGhr,Somewhat experienced: architecture student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_3QQ1fcCEj5BbR7y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_RQSNClDjx3foZsR,No experience: no architectural or construction training,8,9,5,5,6,6,6,8,7,7,10,,,,,,,,,,,
R_OlNu2vVUhNCvT4B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_6YiVadSpxBrwlup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_SAWEZMQLO3lncxr,Somewhat experienced: architecture student,8,7,5,6,7,5,6,7,4,6,7,,,,,,,,,,,
R_2wyryLLA93ZTN0J,No experience: no architectural or construction training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
R_31yC0h72lDnVLYp,Very Experienced: architecture professional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
